marker	chr	pos	cM	bp
9_76213104	9	76.213104	39.0349100361052	76213104
9_76214639	9	76.214639	39.0549100361052	76214639
9_76233757	9	76.233757	39.0749100361052	76233757
9_76237445	9	76.237445	39.0949100361052	76237445
9_76241133	9	76.241133	39.1149100361052	76241133
9_76244822	9	76.244822	39.1349100361052	76244822
9_76248510	9	76.24851	39.1549100361052	76248510
9_76252198	9	76.252198	39.1749100361052	76252198
9_76268871	9	76.268871	39.1949100361052	76268871
9_76277163	9	76.277163	39.2149100361052	76277163
9_76285455	9	76.285455	39.2349100361052	76285455
9_76296173	9	76.296173	39.2549100361052	76296173
9_76298871	9	76.298871	39.2749100361052	76298871
9_76301570	9	76.30157	39.2949100361052	76301570
9_76304269	9	76.304269	39.3149100361052	76304269
9_76306967	9	76.306967	39.3349100361052	76306967
9_76313114	9	76.313114	39.3549100361052	76313114
9_76398725	9	76.398725	39.3749100361052	76398725
9_76476207	9	76.476207	39.3949100361052	76476207
9_76488109	9	76.488109	39.4149100361052	76488109
9_76500010	9	76.50001	39.4349100361052	76500010
9_76703161	9	76.703161	39.4549100361052	76703161
9_77011876	9	77.011876	39.4749100361052	77011876
9_77268252	9	77.268252	39.4949100361052	77268252
9_77276174	9	77.276174	39.5149100361052	77276174
9_77282143	9	77.282143	39.5349100361052	77282143
9_77288112	9	77.288112	39.5549100361052	77288112
9_77294081	9	77.294081	39.5749100361052	77294081
9_77300050	9	77.30005	39.5949100361052	77300050
9_77305330	9	77.30533	39.6149100361052	77305330
9_77334221	9	77.334221	39.6349100361052	77334221
9_77364204	9	77.364204	39.6549100361052	77364204
9_77375651	9	77.375651	39.6749100361052	77375651
9_77383142	9	77.383142	39.6949100361052	77383142
9_77390632	9	77.390632	39.7149100361052	77390632
9_77398123	9	77.398123	39.7349100361052	77398123
9_77710067	9	77.710067	39.7549100361052	77710067
9_77797741	9	77.797741	39.7749100361052	77797741
9_77808612	9	77.808612	39.7949100361052	77808612
9_77814965	9	77.814965	39.8149100361052	77814965
9_77821317	9	77.821317	39.8349100361052	77821317
9_77827670	9	77.82767	39.8549100361052	77827670
9_77834022	9	77.834022	39.8749100361052	77834022
9_78017609	9	78.017609	39.8949100361052	78017609
9_78060815	9	78.060815	39.9149100361052	78060815
9_78069815	9	78.069815	39.9349100361052	78069815
9_78078816	9	78.078816	39.9549100361052	78078816
9_78120047	9	78.120047	39.9749100361052	78120047
9_78223926	9	78.223926	39.9949100361052	78223926
9_78327804	9	78.327804	40.0149100361052	78327804
9_78384728	9	78.384728	40.0349100361052	78384728
9_78399328	9	78.399328	40.0549100361052	78399328
9_78413928	9	78.413928	40.0749100361052	78413928
9_78453309	9	78.453309	40.0949100361052	78453309
9_78838273	9	78.838273	40.1149100361052	78838273
9_78908077	9	78.908077	40.1349100361052	78908077
9_78915194	9	78.915194	40.1549100361052	78915194
9_78922311	9	78.922311	40.1749100361052	78922311
9_79217899	9	79.217899	40.1949100361052	79217899
9_79451641	9	79.451641	40.2149100361052	79451641
9_79455263	9	79.455263	40.2349100361052	79455263
9_79458886	9	79.458886	40.2549100361052	79458886
9_79597526	9	79.597526	40.2749100361052	79597526
9_79996398	9	79.996398	40.2949100361052	79996398
9_80101159	9	80.101159	40.3149100361052	80101159
9_80153462	9	80.153462	40.3349100361052	80153462
9_80158411	9	80.158411	40.3549100361052	80158411
9_80163360	9	80.16336	40.3749100361052	80163360
9_80168309	9	80.168309	40.3949100361052	80168309
9_80173258	9	80.173258	40.4149100361052	80173258
9_80178207	9	80.178207	40.4349100361052	80178207
9_80183156	9	80.183156	40.4549100361052	80183156
9_80188105	9	80.188105	40.4749100361052	80188105
9_80209937	9	80.209937	40.4949100361052	80209937
9_80236002	9	80.236002	40.5149100361052	80236002
9_80266625	9	80.266625	40.5349100361052	80266625
9_80398495	9	80.398495	40.5549100361052	80398495
9_80401186	9	80.401186	40.5749100361052	80401186
9_80403877	9	80.403877	40.5949100361052	80403877
9_80545130	9	80.54513	40.6149100361052	80545130
9_80827453	9	80.827453	40.6349100361052	80827453
9_81012129	9	81.012129	40.6549100361052	81012129
9_81016436	9	81.016436	40.6749100361052	81016436
9_81020743	9	81.020743	40.6949100361052	81020743
9_81033225	9	81.033225	40.7149100361052	81033225
9_81036450	9	81.03645	40.7349100361052	81036450
9_81039675	9	81.039675	40.7549100361052	81039675
9_81063701	9	81.063701	40.7749100361052	81063701
9_81073558	9	81.073558	40.7949100361052	81073558
9_81083416	9	81.083416	40.8149100361052	81083416
9_81097855	9	81.097855	40.8349100361052	81097855
9_81327162	9	81.327162	40.8549100361052	81327162
9_81513286	9	81.513286	40.8749100361052	81513286
9_81696127	9	81.696127	40.8949100361052	81696127
9_81809470	9	81.80947	40.9149100361052	81809470
9_81922812	9	81.922812	40.9349100361052	81922812
9_82036155	9	82.036155	40.9549100361052	82036155
9_82149498	9	82.149498	40.9749100361052	82149498
9_82262840	9	82.26284	40.9949100361052	82262840
9_82346731	9	82.346731	41.0149100361052	82346731
9_82393320	9	82.39332	41.0349100361052	82393320
9_82439910	9	82.43991	41.0549100361052	82439910
9_82486499	9	82.486499	41.0749100361052	82486499
9_82533088	9	82.533088	41.0949100361052	82533088
9_82624867	9	82.624867	41.1149100361052	82624867
9_82802227	9	82.802227	41.1349100361052	82802227
9_82821622	9	82.821622	41.1549100361052	82821622
9_82828163	9	82.828163	41.1749100361052	82828163
9_82834704	9	82.834704	41.1949100361052	82834704
9_82868893	9	82.868893	41.2149100361052	82868893
9_82910950	9	82.91095	41.2349100361052	82910950
9_82951298	9	82.951298	41.2549100361052	82951298
9_82991646	9	82.991646	41.2749100361052	82991646
9_83030617	9	83.030617	41.2949100361052	83030617
9_83065236	9	83.065236	41.3149100361052	83065236
9_83099855	9	83.099855	41.3349100361052	83099855
9_83118476	9	83.118476	41.3549100361052	83118476
9_83120990	9	83.12099	41.3749100361052	83120990
9_83123503	9	83.123503	41.3949100361052	83123503
9_83185387	9	83.185387	41.4149100361052	83185387
9_83258329	9	83.258329	41.4349100361052	83258329
9_83278060	9	83.27806	41.4549100361052	83278060
9_83297791	9	83.297791	41.4749100361052	83297791
9_83323941	9	83.323941	41.4949100361052	83323941
9_83399958	9	83.399958	41.5149100361052	83399958
9_83417418	9	83.417418	41.5349100361052	83417418
9_83424920	9	83.42492	41.5549100361052	83424920
9_83431289	9	83.431289	41.5749100361052	83431289
9_83437658	9	83.437658	41.5949100361052	83437658
9_83444027	9	83.444027	41.6149100361052	83444027
9_83460546	9	83.460546	41.6349100361052	83460546
9_83608275	9	83.608275	41.6549100361052	83608275
9_83647265	9	83.647265	41.6749100361052	83647265
9_83669264	9	83.669264	41.6949100361052	83669264
9_83691262	9	83.691262	41.7149100361052	83691262
9_83773616	9	83.773616	41.7349100361052	83773616
9_83788458	9	83.788458	41.7549100361052	83788458
9_83803301	9	83.803301	41.7749100361052	83803301
9_83866054	9	83.866054	41.7949100361052	83866054
9_83877613	9	83.877613	41.8149100361052	83877613
9_83881024	9	83.881024	41.8349100361052	83881024
9_83884434	9	83.884434	41.8549100361052	83884434
9_83897860	9	83.89786	41.8749100361052	83897860
9_83923892	9	83.923892	41.8949100361052	83923892
9_83949925	9	83.949925	41.9149100361052	83949925
9_83978535	9	83.978535	41.9349100361052	83978535
9_84059747	9	84.059747	41.9549100361052	84059747
9_84140958	9	84.140958	41.9749100361052	84140958
9_84522248	9	84.522248	41.9949100361052	84522248
9_84538082	9	84.538082	42.0149100361052	84538082
9_84553916	9	84.553916	42.0349100361052	84553916
9_84636682	9	84.636682	42.0549100361052	84636682
9_84638797	9	84.638797	42.0749100361052	84638797
9_84640911	9	84.640911	42.0949100361052	84640911
9_85102539	9	85.102539	42.1149100361052	85102539
9_85115119	9	85.115119	42.1349100361052	85115119
9_85127698	9	85.127698	42.1549100361052	85127698
9_85304905	9	85.304905	42.1749100361052	85304905
9_85317049	9	85.317049	42.1949100361052	85317049
9_85329193	9	85.329193	42.2149100361052	85329193
9_85506189	9	85.506189	42.2349100361052	85506189
9_85508484	9	85.508484	42.2549100361052	85508484
9_85510779	9	85.510779	42.2749100361052	85510779
9_85519175	9	85.519175	42.2949100361052	85519175
9_85537551	9	85.537551	42.3149100361052	85537551
9_85555926	9	85.555926	42.3349100361052	85555926
9_85575453	9	85.575453	42.3549100361052	85575453
9_85579685	9	85.579685	42.3749100361052	85579685
9_85583917	9	85.583917	42.3949100361052	85583917
9_85736981	9	85.736981	42.4149100361052	85736981
9_85746435	9	85.746435	42.4349100361052	85746435
9_85755889	9	85.755889	42.4549100361052	85755889
9_85819902	9	85.819902	42.4749100361052	85819902
9_85826073	9	85.826073	42.4949100361052	85826073
9_85832245	9	85.832245	42.5149100361052	85832245
9_85951494	9	85.951494	42.5349100361052	85951494
9_85976427	9	85.976427	42.5549100361052	85976427
9_85987778	9	85.987778	42.5749100361052	85987778
9_85990508	9	85.990508	42.5949100361052	85990508
9_85993238	9	85.993238	42.6149100361052	85993238
9_86001014	9	86.001014	42.6349100361052	86001014
9_86065625	9	86.065625	42.6549100361052	86065625
9_86080097	9	86.080097	42.6749100361052	86080097
9_86094569	9	86.094569	42.6949100361052	86094569
9_86306342	9	86.306342	42.7149100361052	86306342
9_86310364	9	86.310364	42.7349100361052	86310364
9_86312213	9	86.312213	42.7549100361052	86312213
9_86313806	9	86.313806	42.7749100361052	86313806
9_86314663	9	86.314663	42.7949100361052	86314663
9_86315520	9	86.31552	42.8149100361052	86315520
9_86316377	9	86.316377	42.8349100361052	86316377
9_86317234	9	86.317234	42.8549100361052	86317234
9_86318092	9	86.318092	42.8749100361052	86318092
9_86340658	9	86.340658	42.8949100361052	86340658
9_86348583	9	86.348583	42.9149100361052	86348583
9_86356508	9	86.356508	42.9349100361052	86356508
9_86712539	9	86.712539	42.9549100361052	86712539
9_86727687	9	86.727687	42.9749100361052	86727687
9_86742835	9	86.742835	42.9949100361052	86742835
9_86872485	9	86.872485	43.0149100361052	86872485
9_86878183	9	86.878183	43.0349100361052	86878183
9_86883881	9	86.883881	43.0549100361052	86883881
9_86954570	9	86.95457	43.0749100361052	86954570
9_86974126	9	86.974126	43.0949100361052	86974126
9_86993682	9	86.993682	43.1149100361052	86993682
9_87016041	9	87.016041	43.1349100361052	87016041
9_87056910	9	87.05691	43.1549100361052	87056910
9_87075748	9	87.075748	43.1749100361052	87075748
9_87084034	9	87.084034	43.1949100361052	87084034
9_87091195	9	87.091195	43.2149100361052	87091195
9_87098356	9	87.098356	43.2349100361052	87098356
9_87105517	9	87.105517	43.2549100361052	87105517
9_87112678	9	87.112678	43.2749100361052	87112678
9_87121725	9	87.121725	43.2949100361052	87121725
9_87145735	9	87.145735	43.3149100361052	87145735
9_87148688	9	87.148688	43.3349100361052	87148688
9_87151642	9	87.151642	43.3549100361052	87151642
9_87308276	9	87.308276	43.3749100361052	87308276
9_87311008	9	87.311008	43.3949100361052	87311008
9_87313734	9	87.313734	43.4149100361052	87313734
9_87316460	9	87.31646	43.4349100361052	87316460
9_87319186	9	87.319186	43.4549100361052	87319186
9_87321912	9	87.321912	43.4749100361052	87321912
9_87324638	9	87.324638	43.4949100361052	87324638
9_87327364	9	87.327364	43.5149100361052	87327364
9_87330090	9	87.33009	43.5349100361052	87330090
9_87332816	9	87.332816	43.5549100361052	87332816
9_87336203	9	87.336203	43.5749100361052	87336203
9_87340482	9	87.340482	43.5949100361052	87340482
9_87429814	9	87.429814	43.6149100361052	87429814
9_87438514	9	87.438514	43.6349100361052	87438514
9_87447215	9	87.447215	43.6549100361052	87447215
9_87749805	9	87.749805	43.6649100361052	87749805
9_88052395	9	88.052395	43.6749100361052	88052395
9_88059508	9	88.059508	43.6949100361052	88059508
9_88065587	9	88.065587	43.7149100361052	88065587
9_88071665	9	88.071665	43.7349100361052	88071665
9_88077744	9	88.077744	43.7549100361052	88077744
9_88083822	9	88.083822	43.7749100361052	88083822
9_88089901	9	88.089901	43.7949100361052	88089901
9_88240952	9	88.240952	43.8149100361052	88240952
9_88303627	9	88.303627	43.8349100361052	88303627
9_88318496	9	88.318496	43.8549100361052	88318496
9_88333365	9	88.333365	43.8749100361052	88333365
9_88348235	9	88.348235	43.8949100361052	88348235
9_88417508	9	88.417508	43.9149100361052	88417508
9_88830920	9	88.83092	43.9249100361052	88830920
9_89244332	9	89.244332	43.9349100361052	89244332
9_89254137	9	89.254137	43.9549100361052	89254137
9_89263942	9	89.263942	43.9749100361052	89263942
9_89587240	9	89.58724	43.9949100361052	89587240
9_89597879	9	89.597879	44.0149100361052	89597879
9_89608517	9	89.608517	44.0349100361052	89608517
9_89751725	9	89.751725	44.0549100361052	89751725
9_89776263	9	89.776263	44.0749100361052	89776263
9_89800802	9	89.800802	44.0949100361052	89800802
9_89976570	9	89.97657	44.1149100361052	89976570
9_89980756	9	89.980756	44.1349100361052	89980756
9_89984942	9	89.984942	44.1549100361052	89984942
9_90001628	9	90.001628	44.1749100361052	90001628
9_90012817	9	90.012817	44.1949100361052	90012817
9_90024007	9	90.024007	44.2149100361052	90024007
9_90365702	9	90.365702	44.2349100361052	90365702
9_90420454	9	90.420454	44.2549100361052	90420454
9_90431964	9	90.431964	44.2749100361052	90431964
9_90443473	9	90.443473	44.2949100361052	90443473
9_90454983	9	90.454983	44.3149100361052	90454983
9_90466493	9	90.466493	44.3349100361052	90466493
9_90478383	9	90.478383	44.3549100361052	90478383
9_90491211	9	90.491211	44.3749100361052	90491211
9_90496157	9	90.496157	44.3949100361052	90496157
9_90501102	9	90.501102	44.4149100361052	90501102
9_90506047	9	90.506047	44.4349100361052	90506047
9_90614210	9	90.61421	44.4549100361052	90614210
9_90915151	9	90.915151	44.4649100361052	90915151
9_91216092	9	91.216092	44.4749100361052	91216092
9_91293769	9	91.293769	44.4949100361052	91293769
9_91371447	9	91.371447	44.5149100361052	91371447
9_91605836	9	91.605836	44.5349100361052	91605836
9_91638507	9	91.638507	44.5549100361052	91638507
9_91671179	9	91.671179	44.5749100361052	91671179
9_91907240	9	91.90724	44.5949100361052	91907240
9_92072416	9	92.072416	44.6149100361052	92072416
9_92213360	9	92.21336	44.6349100361052	92213360
9_92224438	9	92.224438	44.6549100361052	92224438
9_92235516	9	92.235516	44.6749100361052	92235516
9_92246595	9	92.246595	44.6949100361052	92246595
9_92257673	9	92.257673	44.7149100361052	92257673
9_92264795	9	92.264795	44.7349100361052	92264795
9_92269845	9	92.269845	44.7549100361052	92269845
9_92274931	9	92.274931	44.7749100361052	92274931
9_92285962	9	92.285962	44.7949100361052	92285962
9_92328360	9	92.32836	44.8149100361052	92328360
9_92480116	9	92.480116	44.8349100361052	92480116
9_92484727	9	92.484727	44.8549100361052	92484727
9_92489338	9	92.489338	44.8749100361052	92489338
9_92586648	9	92.586648	44.8949100361052	92586648
9_92587264	9	92.587264	44.9149100361052	92587264
9_92587881	9	92.587881	44.9349100361052	92587881
9_92701140	9	92.70114	44.9549100361052	92701140
9_92714546	9	92.714546	44.9749100361052	92714546
9_92727952	9	92.727952	44.9949100361052	92727952
9_92738878	9	92.738878	45.0149100361052	92738878
9_92746790	9	92.74679	45.0349100361052	92746790
9_92754703	9	92.754703	45.0549100361052	92754703
9_92758156	9	92.758156	45.0749100361052	92758156
9_92759291	9	92.759291	45.0949100361052	92759291
9_92760426	9	92.760426	45.1149100361052	92760426
9_92761561	9	92.761561	45.1349100361052	92761561
9_92762696	9	92.762696	45.1549100361052	92762696
9_92765200	9	92.7652	45.1749100361052	92765200
9_92918929	9	92.918929	45.1949100361052	92918929
9_92930762	9	92.930762	45.2149100361052	92930762
9_92942594	9	92.942594	45.2349100361052	92942594
9_93374981	9	93.3749813333333	45.2415767027719	93374981
9_93807369	9	93.8073686666667	45.2482433694385	93807369
9_94239756	9	94.239756	45.2549100361052	94239756
9_94240204	9	94.240204	45.2749100361052	94240204
9_94240653	9	94.240653	45.2949100361052	94240653
9_94241102	9	94.241102	45.3149100361052	94241102
9_94241551	9	94.241551	45.3349100361052	94241551
9_94242000	9	94.242	45.3549100361052	94242000
9_94282508	9	94.282508	45.3749100361052	94282508
9_94353643	9	94.353643	45.3949100361052	94353643
9_94424779	9	94.424779	45.4149100361052	94424779
9_94495914	9	94.495914	45.4349100361052	94495914
9_94587597	9	94.587597	45.4549100361052	94587597
9_94660917	9	94.660917	45.4749100361052	94660917
9_94668125	9	94.668125	45.4949100361052	94668125
9_94675333	9	94.675333	45.5149100361052	94675333
9_94805467	9	94.805467	45.5349100361052	94805467
9_94869340	9	94.86934	45.5549100361052	94869340
9_94881890	9	94.88189	45.5749100361052	94881890
9_94884488	9	94.884488	45.5949100361052	94884488
9_94887085	9	94.887085	45.6149100361052	94887085
9_94889683	9	94.889683	45.6349100361052	94889683
9_94892281	9	94.892281	45.6549100361052	94892281
9_94894879	9	94.894879	45.6749100361052	94894879
9_94897477	9	94.897477	45.6949100361052	94897477
9_94901940	9	94.90194	45.7149100361052	94901940
9_95046851	9	95.046851	45.7349100361052	95046851
9_95054025	9	95.054025	45.7549100361052	95054025
9_95061199	9	95.061199	45.7749100361052	95061199
9_95216432	9	95.216432	45.7949100361052	95216432
9_95225550	9	95.22555	45.8149100361052	95225550
9_95234173	9	95.234173	45.8349100361052	95234173
9_95236377	9	95.236377	45.8549100361052	95236377
9_95238582	9	95.238582	45.8749100361052	95238582
9_95240786	9	95.240786	45.8949100361052	95240786
9_95243659	9	95.243659	45.9149100361052	95243659
9_95252777	9	95.252777	45.9349100361052	95252777
9_95261895	9	95.261895	45.9549100361052	95261895
9_95329515	9	95.329515	45.9749100361052	95329515
9_95341355	9	95.341355	45.9949100361052	95341355
9_95353196	9	95.353196	46.0149100361052	95353196
9_95754414	9	95.754414	46.0349100361052	95754414
9_95756923	9	95.756923	46.0549100361052	95756923
9_95759432	9	95.759432	46.0749100361052	95759432
9_95783615	9	95.783615	46.0949100361052	95783615
9_95789392	9	95.789392	46.1149100361052	95789392
9_95795169	9	95.795169	46.1349100361052	95795169
9_95800946	9	95.800946	46.1549100361052	95800946
9_95806723	9	95.806723	46.1749100361052	95806723
9_95812501	9	95.812501	46.1949100361052	95812501
9_96101710	9	96.1017105	46.2049100361052	96101710
9_96390920	9	96.39092	46.2149100361052	96390920
9_96400731	9	96.400731	46.2349100361052	96400731
9_96410543	9	96.410543	46.2549100361052	96410543
9_96420354	9	96.420354	46.2749100361052	96420354
9_96427424	9	96.427424	46.2949100361052	96427424
9_96429517	9	96.429517	46.3149100361052	96429517
9_96431611	9	96.431611	46.3349100361052	96431611
9_96433704	9	96.433704	46.3549100361052	96433704
9_96435797	9	96.435797	46.3749100361052	96435797
9_96437891	9	96.437891	46.3949100361052	96437891
9_96439984	9	96.439984	46.4149100361052	96439984
9_96442078	9	96.442078	46.4349100361052	96442078
9_96641379	9	96.641379	46.4549100361052	96641379
9_96645519	9	96.645519	46.4749100361052	96645519
9_96649505	9	96.649505	46.4949100361052	96649505
9_96659538	9	96.659538	46.5149100361052	96659538
9_96691459	9	96.691459	46.5349100361052	96691459
9_96723379	9	96.723379	46.5549100361052	96723379
9_96764351	9	96.764351	46.5749100361052	96764351
9_96765309	9	96.765309	46.5949100361052	96765309
9_96766268	9	96.766268	46.6149100361052	96766268
9_96767227	9	96.767227	46.6349100361052	96767227
9_96768185	9	96.768185	46.6549100361052	96768185
9_96769144	9	96.769144	46.6749100361052	96769144
9_96792731	9	96.792731	46.6949100361052	96792731
9_96924253	9	96.924253	46.7149100361052	96924253
9_96938873	9	96.938873	46.7349100361052	96938873
9_96953404	9	96.953404	46.7549100361052	96953404
9_96967699	9	96.967699	46.7749100361052	96967699
9_97011553	9	97.011553	46.7949100361052	97011553
9_97059653	9	97.059653	46.8149100361052	97059653
9_97094928	9	97.094928	46.8349100361052	97094928
9_97106013	9	97.106013	46.8549100361052	97106013
9_97117099	9	97.117099	46.8749100361052	97117099
9_97128184	9	97.128184	46.8949100361052	97128184
9_97155185	9	97.155185	46.9149100361052	97155185
9_97203284	9	97.203284	46.9349100361052	97203284
9_97220633	9	97.220633	46.9549100361052	97220633
9_97232135	9	97.232135	46.9749100361052	97232135
9_97243636	9	97.243636	46.9949100361052	97243636
9_97255138	9	97.255138	47.0149100361052	97255138
9_97266640	9	97.26664	47.0349100361052	97266640
9_97281794	9	97.281794	47.0549100361052	97281794
9_97465687	9	97.465687	47.0749100361052	97465687
9_97469596	9	97.469596	47.0949100361052	97469596
9_97473505	9	97.473505	47.1149100361052	97473505
9_97476392	9	97.476392	47.1349100361052	97476392
9_97478838	9	97.478838	47.1549100361052	97478838
9_97481285	9	97.481285	47.1749100361052	97481285
9_97720903	9	97.720903	47.1949100361052	97720903
9_97885805	9	97.885805	47.2149100361052	97885805
9_97889375	9	97.889375	47.2349100361052	97889375
9_97892944	9	97.892944	47.2549100361052	97892944
9_97893404	9	97.893404	47.2749100361052	97893404
9_97893644	9	97.893644	47.2949100361052	97893644
9_97893883	9	97.893883	47.3149100361052	97893883
9_98333368	9	98.333368	47.3349100361052	98333368
9_98338016	9	98.338016	47.3549100361052	98338016
9_98342663	9	98.342663	47.3749100361052	98342663
9_98347311	9	98.347311	47.3949100361052	98347311
9_98421908	9	98.421908	47.4149100361052	98421908
9_98473276	9	98.473276	47.4349100361052	98473276
9_98524643	9	98.524643	47.4549100361052	98524643
9_98718280	9	98.71828	47.4749100361052	98718280
9_98730575	9	98.730575	47.4949100361052	98730575
9_98738211	9	98.738211	47.5149100361052	98738211
9_98741672	9	98.741672	47.5349100361052	98741672
9_98745133	9	98.745133	47.5549100361052	98745133
9_98748594	9	98.748594	47.5749100361052	98748594
9_98752055	9	98.752055	47.5949100361052	98752055
9_98755516	9	98.755516	47.6149100361052	98755516
9_98758977	9	98.758977	47.6349100361052	98758977
9_98762438	9	98.762438	47.6549100361052	98762438
9_98772171	9	98.772171	47.6749100361052	98772171
9_98820968	9	98.820968	47.6949100361052	98820968
9_98943509	9	98.943509	47.7149100361052	98943509
9_98954316	9	98.954316	47.7349100361052	98954316
9_98965122	9	98.965122	47.7549100361052	98965122
9_99036128	9	99.036128	47.7749100361052	99036128
9_99043781	9	99.043781	47.7949100361052	99043781
9_99051434	9	99.051434	47.8149100361052	99051434
9_99325725	9	99.325725	47.8349100361052	99325725
9_99329181	9	99.329181	47.8549100361052	99329181
9_99332636	9	99.332636	47.8749100361052	99332636
9_99483657	9	99.483657	47.8949100361052	99483657
9_99549082	9	99.549082	47.9149100361052	99549082
9_99556305	9	99.556305	47.9349100361052	99556305
9_99563529	9	99.563529	47.9549100361052	99563529
9_99570752	9	99.570752	47.9749100361052	99570752
9_99637600	9	99.6376	47.9949100361052	99637600
9_99639232	9	99.639232	48.0149100361052	99639232
9_99640864	9	99.640864	48.0349100361052	99640864
9_99642496	9	99.642496	48.0549100361052	99642496
9_99644128	9	99.644128	48.0749100361052	99644128
9_99645760	9	99.64576	48.0949100361052	99645760
9_99655790	9	99.65579	48.1149100361052	99655790
9_99700248	9	99.700248	48.1349100361052	99700248
9_99712305	9	99.712305	48.1549100361052	99712305
9_99724362	9	99.724362	48.1749100361052	99724362
9_99742466	9	99.742466	48.1949100361052	99742466
9_99743980	9	99.74398	48.2149100361052	99743980
9_99744395	9	99.744395	48.2349100361052	99744395
9_99744811	9	99.744811	48.2549100361052	99744811
9_99745226	9	99.745226	48.2749100361052	99745226
9_99745641	9	99.745641	48.2949100361052	99745641
9_99746468	9	99.746468	48.3149100361052	99746468
9_99751217	9	99.751217	48.3349100361052	99751217
9_99757758	9	99.757758	48.3549100361052	99757758
9_99764299	9	99.764299	48.3749100361052	99764299
9_99770840	9	99.77084	48.3949100361052	99770840
9_99789095	9	99.789095	48.4149100361052	99789095
9_99812810	9	99.81281	48.4349100361052	99812810
9_99955777	9	99.955777	48.4549100361052	99955777
9_99958758	9	99.958758	48.4749100361052	99958758
9_99961738	9	99.961738	48.4949100361052	99961738
9_100136237	9	100.136237	48.5149100361052	100136237
9_100137617	9	100.137617	48.5349100361052	100137617
9_100138996	9	100.138996	48.5549100361052	100138996
9_100328034	9	100.328034	48.5749100361052	100328034
9_100330303	9	100.330303	48.5949100361052	100330303
9_100332572	9	100.332572	48.6149100361052	100332572
9_100430997	9	100.430997	48.6349100361052	100430997
9_100439236	9	100.439236	48.6549100361052	100439236
9_100447474	9	100.447474	48.6749100361052	100447474
9_100735994	9	100.7359935	48.6849100361052	100735994
9_101024513	9	101.024513	48.6949100361052	101024513
9_101027300	9	101.0273	48.7149100361052	101027300
9_101030087	9	101.030087	48.7349100361052	101030087
9_101045406	9	101.045406	48.7549100361052	101045406
9_101072877	9	101.072877	48.7749100361052	101072877
9_101100348	9	101.100348	48.7949100361052	101100348
9_101351861	9	101.351861	48.8149100361052	101351861
9_101360177	9	101.360177	48.8349100361052	101360177
9_101368493	9	101.368493	48.8549100361052	101368493
9_101376809	9	101.376809	48.8749100361052	101376809
9_101382768	9	101.382768	48.8949100361052	101382768
9_101386615	9	101.386615	48.9149100361052	101386615
9_101390462	9	101.390462	48.9349100361052	101390462
9_101394309	9	101.394309	48.9549100361052	101394309
9_101398156	9	101.398156	48.9749100361052	101398156
9_101403511	9	101.403511	48.9949100361052	101403511
9_101418921	9	101.418921	49.0149100361052	101418921
9_101445387	9	101.445387	49.0349100361052	101445387
9_101514548	9	101.514548	49.0549100361052	101514548
9_101517657	9	101.517657	49.0749100361052	101517657
9_101520766	9	101.520766	49.0949100361052	101520766
9_101567096	9	101.567096	49.1149100361052	101567096
9_101570726	9	101.570726	49.1349100361052	101570726
9_101573845	9	101.573845	49.1549100361052	101573845
9_101576963	9	101.576963	49.1749100361052	101576963
9_101580082	9	101.580082	49.1949100361052	101580082
9_101583200	9	101.5832	49.2149100361052	101583200
9_101624904	9	101.624904	49.2349100361052	101624904
9_101624913	9	101.624913	49.2549100361052	101624913
9_101624921	9	101.624921	49.2749100361052	101624921
9_101626244	9	101.626244	49.2949100361052	101626244
9_101767558	9	101.767558	49.3149100361052	101767558
9_101882805	9	101.882805	49.3349100361052	101882805
9_101998052	9	101.998052	49.3549100361052	101998052
9_102010035	9	102.010035	49.3749100361052	102010035
9_102017029	9	102.017029	49.3949100361052	102017029
9_102024022	9	102.024022	49.4149100361052	102024022
9_102111702	9	102.111702	49.4349100361052	102111702
9_102226950	9	102.22695	49.4549100361052	102226950
9_102288736	9	102.288736	49.4749100361052	102288736
9_102319984	9	102.319984	49.4949100361052	102319984
9_102339734	9	102.339734	49.5149100361052	102339734
9_102345699	9	102.345699	49.5349100361052	102345699
9_102351664	9	102.351664	49.5549100361052	102351664
9_102357629	9	102.357629	49.5749100361052	102357629
9_102363594	9	102.363594	49.5949100361052	102363594
9_102369559	9	102.369559	49.6149100361052	102369559
9_102381190	9	102.38119	49.6349100361052	102381190
9_102395065	9	102.395065	49.6549100361052	102395065
9_102514648	9	102.514648	49.6749100361052	102514648
9_102517221	9	102.517221	49.6949100361052	102517221
9_102519794	9	102.519794	49.7149100361052	102519794
9_102571162	9	102.571162	49.7349100361052	102571162
9_102571877	9	102.571877	49.7549100361052	102571877
9_102572592	9	102.572592	49.7749100361052	102572592
9_102583629	9	102.583629	49.7949100361052	102583629
9_102828927	9	102.828927	49.8149100361052	102828927
9_102972402	9	102.972402	49.8349100361052	102972402
9_103000954	9	103.000954	49.8549100361052	103000954
9_103001638	9	103.001638	49.8749100361052	103001638
9_103002317	9	103.002317	49.8949100361052	103002317
9_103003710	9	103.00371	49.9149100361052	103003710
9_103005907	9	103.005907	49.9349100361052	103005907
9_103008105	9	103.008105	49.9549100361052	103008105
9_103011666	9	103.011666	49.9749100361052	103011666
9_103027843	9	103.027843	49.9949100361052	103027843
9_103032419	9	103.032419	50.0149100361052	103032419
9_103036994	9	103.036994	50.0349100361052	103036994
9_103041570	9	103.04157	50.0549100361052	103041570
